Req Set,ID,URL,Requirement,Conformance,Actor,Conditionality,Not Tested Reason,Not Tested Details,SMART App Launch STU2.2 Client Short ID(s),SMART App Launch STU2.2 Client Full ID(s)
hl7.fhir.uv.smart-app-launch_2.2.0,1,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,"Apps SHALL ensure that when protocol steps include transmission of sensitive information (authentication secrets, authorization codes, tokens), transmission is ONLY to authenticated servers, over TLS-secured channels.",SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,2,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,Apps SHALL generate an unpredictable `state` parameter for each user session,SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,3,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,Apps SHALL... include `state` with all authorization requests,SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,4,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,App SHALL ... validate the `state` value for any request sent to its redirect URL.,SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,5,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,An app SHALL NOT execute untrusted user-supplied inputs as code.,SHALL NOT,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,6,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,An app SHALL NOT forward values passed back to its redirect URL to any other arbitrary or user-provided URL (a practice known as an “open redirector”).,SHALL NOT,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,7,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,An app SHALL NOT store bearer tokens in cookies that are transmitted as clear text.,SHALL NOT,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,8,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,Apps SHOULD persist tokens and other sensitive data in app-specific storage locations only,SHOULD,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,9,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#app-protection,Apps... SHOULD NOT persist [tokens and other sensitive data] … in system-wide-discoverable locations.,SHOULD,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,10,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#support-for-public-and-confidential-apps,"any “secret” key, code, or string that is statically embedded in the app can potentially be extracted by an end-user or attacker. Hence security for these apps cannot depend on secrets embedded at install-time.",SHOULD NOT,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,11,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#determining-the-appropriate-app-type,"[U]se a `confidential app`[if your app is able to protect a secret]

Example: App runs on a trusted server with only server-side access to the secret
Example: App is a native app that uses additional technology (such as dynamic client registration and universal redirect_uris) to protect the secret",SHOULD,Client,,,,5.01,smart_client_stu2_2-smart_client_access-smart_client_access_alca_interaction
hl7.fhir.uv.smart-app-launch_2.2.0,12,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#determining-the-appropriate-app-type,"[U]se a `public app`[if your app is not able to protect a secret]

Example: App is an HTML5 or JS in-browser app (including single-page applications) that would expose the secret in user space
Example: App is a native app that can only distribute a secret statically",SHOULD,Client,,,,"5.02, 5.03","smart_client_stu2_2-smart_client_access-smart_client_access_alcs_interaction, smart_client_stu2_2-smart_client_access-smart_client_access_alp_interaction"
hl7.fhir.uv.smart-app-launch_2.2.0,13,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#considerations-for-pkce-support,All SMART apps SHALL support Proof Key for Code Exchange [(PKCE)](https://tools.ietf.org/html/rfc7636),SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,20,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request,"at registration time every SMART app SHALL:

Register zero or more fixed, fully-specified launch URL with the EHR’s authorization server",SHALL,Client,,,,"1.01, 2.01, 3.01","smart_client_stu2_2-smart_client_registration_alca-smart_client_registration_alca_verification, smart_client_stu2_2-smart_client_registration_alcs-smart_client_registration_alcs_verification, smart_client_stu2_2-smart_client_registration_alp-smart_client_registration_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,21,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request,"at registration time every SMART app SHALL: ...
Register one or more fixed, fully-specified `redirect_uri` s with the EHR’s authorization server.",SHALL,Client,,,,"1.01, 2.01, 3.01","smart_client_stu2_2-smart_client_registration_alca-smart_client_registration_alca_verification, smart_client_stu2_2-smart_client_registration_alcs-smart_client_registration_alcs_verification, smart_client_stu2_2-smart_client_registration_alp-smart_client_registration_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,22,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request,"For confidential clients, additional registration-time requirements are defined based on the client authentication method. ... For asymmetric client authentication: a [JSON Web Key Set or JWSK URL](https://hl7.org/fhir/smart-app-launch/STU2.2/client-confidential-asymmetric.html#registering-a-client-communicating-public-keys) is established",SHALL,Client,,,,"1.01, 4.01, 5.01","smart_client_stu2_2-smart_client_registration_alca-smart_client_registration_alca_verification, smart_client_stu2_2-smart_client_registration_bsca-smart_client_registration_bsca_verification, smart_client_stu2_2-smart_client_access-smart_client_access_alca_interaction"
hl7.fhir.uv.smart-app-launch_2.2.0,23,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request,"For confidential clients, additional registration-time requirements are defined based on the client authentication method. ...
For symmetric client authentication: a [client secret](https://hl7.org/fhir/smart-app-launch/STU2.2/client-confidential-symmetric.html) is established",SHALL,Client,,,,"2.01, 5.02, 5.09","smart_client_stu2_2-smart_client_registration_alcs-smart_client_registration_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_access_alcs_interaction, smart_client_stu2_2-smart_client_access-smart_client_token_request_alcs_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,25,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#smart-authorization--fhir-access-overview,"In a standalone launch, when the app launches from outside an EHR session, the app can request context from the EHR authorization server.",DEPRECATED,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,26,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#smart-authorization--fhir-access-overview,"Once an app receives a launch request, [In a standalone launch] it requests authorization to access FHIR resources by instructing the browser to navigate to the EHR’s authorization endpoint.",DEPRECATED,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,28,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#smart-authorization--fhir-access-overview,"[When an app requests authorization to access FHIR resources in a standalone launch] The app then exchanges the authorization code for an access token. The app presents the access token to the EHR’s resource server to access requested FHIR resources. If a refresh token is returned along with the access token, the app may use it to request a new access token with the same scope, once the old access token expires",DEPRECATED,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,29,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#retrieve-well-knownsmart-configuration,"the app discovers the EHR FHIR server’s SMART configuration metadata, including OAuth `authorization_endpoint` and `token_endpoint` URLs.
The discovery URL is constructed by appending .well-known/smart-configuration to the FHIR Base URL. The app issues an HTTP GET to the discovery URL with an Accept header supporting application/json.",SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,32,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,[When] the app constructs a request for an authorization code … [the] `response_type` [parameter is] required [and SHALL contain the] fixed value: `code`.,SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,33,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,[When] the app constructs a request for an authorization code … [the] `client_id` [parameter is] required [and SHALL contain the] client's identifier [provided during registration].,SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,34,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,[When] the app constructs a request for an authorization code...  [the] `redirect_uri`[parameter is] required [and] Must match one of the client's pre-registered redirect URIs,SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,35,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"[When] the app constructs a request for an authorization code … [in the EHR Launch flow, the] `launch`[parameter is required, and] must match the launch value received from the EHR.",SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,36,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"[When] the app constructs a request for an authorization code …  [in the `Standalone Launch` flow, the] `launch` [parameter is] omitted",SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,37,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,[When] the app constructs a request for an authorization code [the] …  `scope` [parameter is] `required` [and m]ust describe the access that the app needs.,SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,38,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"[When] the app constructs a request for an authorization code [the] …  `scope` [parameter is] `required` [and] Must ... [include] either: a `launch` value indicating that the app wants to receive already-established launch context details from the EHR [or] a set of launch context requirements in the form `launch/patient`, which asks the EHR to establish context on your behalf.",DEPRECATED,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,39,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,[When] the app constructs a request for an authorization code [the] …  `state` [parameter is] `required` [and] The parameter SHALL be used for preventing cross-site request forgery or session fixation attacks,SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,40,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"[When] the app constructs a request for an authorization code [the] …  `state` [parameter is] `required` [and] ... The app SHALL use an unpredictable value for the state parameter with at least 122 bits of entropy (e.g., a properly configured random uuid is suitable).",SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,41,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"[When] the app constructs a request for an authorization code [the] …  `aud` [parameter is] `required`  ... [and SHALL contain the] URL of the EHR resource server from which the app wishes to retrieve FHIR data.   
(Note that in the case of an EHR launch flow, this `aud` value is the same as the launch's `iss` value.)",SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,42,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,[When] the app constructs a request for an authorization code [the] …  servers SHALL support the `aud` parameter,SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,43,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,[When] the app constructs a request for an authorization code [the] …  servers MAY support a `resource` parameter as a synonym for `aud`.,MAY,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,44,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"[When] the app constructs a request for an authorization code [the] …  `code_challenge` [parameter is] `required`  ... [and] is generated by the app and used for the code challenge, as specified by [PKCE](https://tools.ietf.org/html/rfc7636).
See [considerations-for-pkce-support](https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#considerations-for-pkce-support).",SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,45,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,[When] the app constructs a request for an authorization code [the] …  `code_challenge_method` [parameter is] `required`  ... [and Shall include the] Method used for the `code_challenge` parameter.,SHALL,Client,,,,"5.05, 5.06, 5.07","smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_authorization_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,46,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"[When] the app constructs a request for an authorization code ... The app SHOULD limit its requested scopes to the minimum necessary (i.e., minimizing the requested data categories and the requested duration of access).",SHOULD,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,47,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"[When an app requests an authorization code] If the app needs to authenticate the identity of or retrieve information about the end-user, it should include two OpenID Connect scopes: `openid` and `fhirUser`. When these scopes are requested and the request is granted, the app will receive an id_token along with the access token.",SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,50,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,Clients SHALL use either the HTTP GET or the HTTP POST method to send the Authorization Request to the Authorization Server.,SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,51,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"If [clients are] using the HTTP GET method [for Authorization Requests], the request parameters are serialized using URI Query String Serialization.",SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,52,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-4,"If [clients are] using the HTTP POST method [for Authorization Requests], the request parameters are serialized using Form Serialization and the application/x-www-form-urlencoded content type.",SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,60,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#response-4,[When an authorization repsonse is received t]he app SHALL validate the value of the state parameter [sent by the server] upon return to the redirect URL [matches the value the client sent in the authroization request].,SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,61,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#response-4,"The app…  SHALL ensure that the state value [associated with the authorization request and response] is securely tied to the user’s current session (e.g., by relating the state value to a session identifier issued by the app).",SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,62,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-5,After obtaining an authorization code the app trades the code for an access token... [by issusing] an HTTP `POST` to the EHR authorization server’s token endpoint URL using content-type `application/x-www-form-urlencoded` as described in section 4.1.3 of [RFC6749](https://tools.ietf.org/html/rfc6749#section-4.1.3).,SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,63,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-5,"For `public apps`, authentication is not required [when making requests to the token endpoint] because a client with no secret cannot prove its identity when it issues a call. (The end-to-end system can still be secure because the client comes from a known, https-protected endpoint specified and enforced by the redirect uri.)",SHALL NOT,Client,,,,"5.03, 5.10","smart_client_stu2_2-smart_client_access-smart_client_access_alp_interaction, smart_client_stu2_2-smart_client_access-smart_client_token_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,64,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-5,"For `confidential apps`, authentication is required [when making requests to the token endpoint].",SHALL,Client,,,,"5.01, 5.02, 5.08, 5.09","smart_client_stu2_2-smart_client_access-smart_client_access_alca_interaction, smart_client_stu2_2-smart_client_access-smart_client_access_alcs_interaction, smart_client_stu2_2-smart_client_access-smart_client_token_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_token_request_alcs_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,65,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-5,"Confidential clients SHOULD use [Asymmetric Authentication](https://hl7.org/fhir/smart-app-launch/STU2.2/client-confidential-asymmetric.html) [for authentication when making requests to the token endpoint] if available,",SHOULD,Client,,,,5.01,smart_client_stu2_2-smart_client_access-smart_client_access_alca_interaction
hl7.fhir.uv.smart-app-launch_2.2.0,66,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-5,Confidential clients ... MAY use [Symmetric Authentication](https://hl7.org/fhir/smart-app-launch/STU2.2/client-confidential-symmetric.html) [for authentication when making requests to the token endpoint].,MAY,Client,,,,5.02,smart_client_stu2_2-smart_client_access-smart_client_access_alcs_interaction
hl7.fhir.uv.smart-app-launch_2.2.0,67,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-5,[When an app requests an access token the] `grant_type`[parameter is] `required` [and SHALL contain the] fixed value: `authorization_code`,SHALL,Client,,,,"",""
hl7.fhir.uv.smart-app-launch_2.2.0,68,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-5,[When an app requests an access token the] `code`[parameter is] `required` [and SHALL contain the authorizaion c]ode that the app received from the authorization server,SHALL,Client,,,,"5.08, 5.09, 5.10","smart_client_stu2_2-smart_client_access-smart_client_token_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_token_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_token_request_alp_verification"
hl7.fhir.uv.smart-app-launch_2.2.0,69,https://hl7.org/fhir/smart-app-launch/STU2.2/app-launch.html#request-5,[When an app requests an access token the] `redirect_uri`[parameter is] `required`[and SHALL contain the] same redirect_uri used in the initial authorization request,SHALL,Client,,,,"5.08, 5.09, 5.10","smart_client_stu2_2-smart_client_access-smart_client_token_request_alca_verification, smart_client_stu2_2-smart_client_access-smart_client_token_request_alcs_verification, smart_client_stu2_2-smart_client_access-smart_client_token_request_alp_verification"
